date,equipment_id,etape,heures_operees,heures_cumulees,heures_depuis_maintenance,ratio_usure,panne,panne_sous_7j
2024-11-01,GEN-03,energie,23.43,8178.7,253.2,0.506,0,0
2024-11-02,FOR-01,forage,20.33,7731.5,251.0,1.004,0,0
2024-11-02,FOR-02,forage,17.66,6003.7,36.7,0.147,0,1
2024-11-02,FOR-03,forage,15.65,8025.4,125.7,0.503,0,0
2024-11-02,FOR-04,forage,19.06,6485.6,170.2,0.681,0,0
2024-11-02,PEL-01,chargement,16.14,5445.4,126.9,0.423,0,0
2024-11-02,PEL-02,chargement,24.0,6251.0,24.0,0.08,0,0
2024-11-02,PEL-03,chargement,16.02,5804.5,242.0,0.807,0,0
2024-11-02,PEL-04,chargement,15.5,7752.6,201.7,0.672,0,0
2024-11-02,PEL-05,chargement,16.4,7005.5,89.2,0.297,0,0
2024-11-02,CAM-01,transport,14.78,6539.5,554.2,1.386,0,0
2024-11-02,CAM-02,transport,16.62,5668.0,118.6,0.296,0,0
2024-11-02,CAM-03,transport,23.09,6002.3,338.5,0.846,0,0
2024-11-02,CAM-04,transport,21.93,6791.7,39.9,0.1,0,0
2024-11-02,CAM-05,transport,17.85,7131.3,17.8,0.045,0,0
2024-11-02,CAM-06,transport,22.56,6260.7,106.2,0.265,0,0
2024-11-02,CAM-07,transport,21.78,7459.5,178.5,0.446,0,1
2024-11-02,CAM-08,transport,9.92,7040.6,168.0,0.42,0,0
2024-11-02,CAM-09,transport,11.15,7977.9,184.5,0.461,0,0
2024-11-02,CAM-10,transport,18.67,6346.5,62.9,0.157,0,0
2024-11-02,CAM-11,transport,15.42,5876.6,257.4,0.644,0,0
2024-11-02,CAM-12,transport,17.6,7580.3,123.0,0.308,0,0
2024-11-02,GEN-01,energie,18.3,7969.6,366.9,0.734,0,0
2024-11-02,GEN-02,energie,23.06,8539.6,23.1,0.046,0,0
2024-11-02,GEN-03,energie,24.0,8202.7,277.2,0.554,0,0
2024-11-03,FOR-01,forage,21.9,7753.4,272.9,1.092,0,0
2024-11-03,FOR-02,forage,15.23,6018.9,52.0,0.208,0,1
2024-11-03,FOR-03,forage,19.09,8044.5,144.8,0.579,0,0
2024-11-03,FOR-04,forage,20.67,6506.2,190.8,0.763,0,0
2024-11-03,PEL-01,chargement,17.74,5463.2,144.7,0.482,0,0
2024-11-03,PEL-02,chargement,17.43,6268.4,41.4,0.138,0,0
2024-11-03,PEL-03,chargement,18.86,5823.4,260.8,0.869,0,0
2024-11-03,PEL-04,chargement,22.11,7774.7,223.8,0.746,0,0
2024-11-03,PEL-05,chargement,17.47,7023.0,106.7,0.356,0,0
2024-11-03,CAM-01,transport,20.68,6560.2,574.9,1.437,0,0
2024-11-03,CAM-02,transport,18.58,5686.6,137.2,0.343,0,0
2024-11-03,CAM-03,transport,20.01,6022.3,358.5,0.896,0,0
2024-11-03,CAM-04,transport,14.73,6806.5,54.7,0.137,0,0
2024-11-03,CAM-05,transport,22.6,7153.9,40.4,0.101,0,0
2024-11-03,CAM-06,transport,20.17,6280.9,126.4,0.316,0,0
2024-11-03,CAM-07,transport,14.18,7473.7,192.7,0.482,0,1
2024-11-03,CAM-08,transport,21.97,7062.5,189.9,0.475,0,0
2024-11-03,CAM-09,transport,16.63,7994.5,201.1,0.503,0,0
2024-11-03,CAM-10,transport,14.37,6360.9,77.2,0.193,0,0
2024-11-03,CAM-11,transport,14.92,5891.5,272.3,0.681,0,0
2024-11-03,CAM-12,transport,19.46,7599.7,142.5,0.356,0,0
2024-11-03,GEN-01,energie,20.69,7990.3,387.5,0.775,0,0
2024-11-03,GEN-02,energie,24.0,8563.6,47.1,0.094,0,0
2024-11-03,GEN-03,energie,21.94,8224.6,299.1,0.598,0,0
2024-11-04,FOR-01,forage,0.0,7753.4,0.0,0.0,0,0
2024-11-04,FOR-02,forage,17.67,6036.6,69.6,0.279,0,1
2024-11-04,FOR-03,forage,15.68,8060.2,160.5,0.642,0,1
2024-11-04,FOR-04,forage,19.02,6525.3,209.9,0.839,0,1
2024-11-04,PEL-01,chargement,16.28,5479.5,161.0,0.537,0,0
2024-11-04,PEL-02,chargement,15.75,6284.2,57.2,0.191,0,0
2024-11-04,PEL-03,chargement,22.04,5845.4,282.9,0.943,0,0
2024-11-04,PEL-04,chargement,20.74,7795.4,244.6,0.815,0,0
2024-11-04,PEL-05,chargement,14.38,7037.4,121.1,0.404,0,0
2024-11-04,CAM-01,transport,20.74,6580.9,595.7,1.489,0,0
2024-11-04,CAM-02,transport,22.29,5708.9,159.4,0.399,0,0
2024-11-04,CAM-03,transport,12.18,6034.5,370.7,0.927,0,0
2024-11-04,CAM-04,transport,16.04,6822.5,70.7,0.177,0,0
2024-11-04,CAM-05,transport,20.3,7174.2,60.7,0.152,0,0
2024-11-04,CAM-06,transport,19.6,6300.5,145.9,0.365,0,0
2024-11-04,CAM-07,transport,17.36,7491.0,210.1,0.525,0,1
2024-11-04,CAM-08,transport,22.97,7085.5,212.9,0.532,0,0
2024-11-04,CAM-09,transport,15.54,8010.0,216.7,0.542,0,0
2024-11-04,CAM-10,transport,17.68,6378.6,94.9,0.237,0,0
2024-11-04,CAM-11,transport,16.62,5908.1,288.9,0.722,0,0
2024-11-04,CAM-12,transport,16.2,7615.9,158.7,0.397,0,1
2024-11-04,GEN-01,energie,22.54,8012.9,410.1,0.82,0,0
2024-11-04,GEN-02,energie,20.14,8583.7,67.2,0.134,0,0
2024-11-04,GEN-03,energie,18.3,8242.9,317.5,0.635,0,0
2024-11-05,FOR-01,forage,16.43,7769.9,16.4,0.066,0,0
2024-11-05,FOR-02,forage,20.71,6057.3,90.3,0.361,0,1
2024-11-05,FOR-03,forage,19.18,8079.4,179.7,0.719,0,1
2024-11-05,FOR-04,forage,13.73,6539.0,223.6,0.894,0,1
2024-11-05,PEL-01,chargement,17.12,5496.6,178.1,0.594,0,0
2024-11-05,PEL-02,chargement,23.0,6307.2,80.2,0.267,0,0
2024-11-05,PEL-03,chargement,19.26,5864.7,302.1,1.007,0,0
2024-11-05,PEL-04,chargement,19.62,7815.1,264.2,0.881,0,0
2024-11-05,PEL-05,chargement,21.95,7059.3,143.0,0.477,0,0
2024-11-05,CAM-01,transport,0.0,6580.9,0.0,0.0,0,0
2024-11-05,CAM-02,transport,23.9,5732.8,183.3,0.458,0,0
2024-11-05,CAM-03,transport,15.47,6050.0,386.1,0.965,0,0
2024-11-05,CAM-04,transport,14.62,6837.1,85.3,0.213,0,0
2024-11-05,CAM-05,transport,20.92,7195.1,81.7,0.204,0,0
2024-11-05,CAM-06,transport,14.58,6315.0,160.5,0.401,0,0
2024-11-05,CAM-07,transport,19.83,7510.9,229.9,0.575,0,1
2024-11-05,CAM-08,transport,15.0,7100.5,227.9,0.57,0,0
2024-11-05,CAM-09,transport,18.67,8028.7,235.4,0.588,0,0
2024-11-05,CAM-10,transport,19.96,6398.5,114.9,0.287,0,0
2024-11-05,CAM-11,transport,14.89,5923.0,303.8,0.76,0,0
2024-11-05,CAM-12,transport,19.65,7635.6,178.3,0.446,0,1
2024-11-05,GEN-01,energie,19.22,8032.1,429.3,0.859,0,0
2024-11-05,GEN-02,energie,20.15,8603.9,87.4,0.175,0,0
2024-11-05,GEN-03,energie,22.57,8265.5,340.0,0.68,0,0
2024-11-06,FOR-01,forage,21.34,7791.2,37.8,0.151,0,0
2024-11-06,FOR-02,forage,17.84,6075.1,108.2,0.433,0,1
2024-11-06,FOR-03,forage,15.84,8095.2,195.5,0.782,0,1
2024-11-06,FOR-04,forage,19.91,6558.9,243.5,0.974,0,1
2024-11-06,PEL-01,chargement,23.43,5520.0,201.5,0.672,0,0
2024-11-06,PEL-02,chargement,14.32,6321.5,94.5,0.315,0,0
2024-11-06,PEL-03,chargement,18.7,5883.4,320.8,1.069,0,0
2024-11-06,PEL-04,chargement,11.33,7826.4,275.5,0.918,0,0
2024-11-06,PEL-05,chargement,19.12,7078.4,162.1,0.54,0,0
2024-11-06,CAM-01,transport,16.69,6597.6,16.7,0.042,0,0
2024-11-06,CAM-02,transport,22.79,5755.6,206.1,0.515,0,0
2024-11-06,CAM-03,transport,17.89,6067.8,404.0,1.01,0,0
2024-11-06,CAM-04,transport,12.38,6849.5,97.7,0.244,0,0
2024-11-06,CAM-05,transport,22.42,7217.6,104.1,0.26,0,0
2024-11-06,CAM-06,transport,24.0,6339.0,184.5,0.461,0,1
2024-11-06,CAM-07,transport,22.5,7533.4,252.4,0.631,0,1
2024-11-06,CAM-08,transport,24.0,7124.5,251.9,0.63,0,0
2024-11-06,CAM-09,transport,22.56,8051.3,257.9,0.645,0,0
2024-11-06,CAM-10,transport,15.3,6413.8,130.2,0.325,0,0
2024-11-06,CAM-11,transport,18.5,5941.5,322.3,0.806,0,0
2024-11-06,CAM-12,transport,22.24,7657.8,200.6,0.501,0,1
2024-11-06,GEN-01,energie,21.83,8053.9,451.1,0.902,0,0
2024-11-06,GEN-02,energie,21.3,8625.2,108.7,0.217,0,0
2024-11-06,GEN-03,energie,19.1,8284.6,359.1,0.718,0,0
2024-11-07,FOR-01,forage,17.06,7808.2,54.8,0.219,0,0
2024-11-07,FOR-02,forage,0.0,6075.1,0.0,0.0,1,0
2024-11-07,FOR-03,forage,17.31,8112.5,212.8,0.851,0,1
2024-11-07,FOR-04,forage,21.06,6580.0,264.6,1.058,0,1
2024-11-07,PEL-01,chargement,18.59,5538.6,220.1,0.734,0,0
2024-11-07,PEL-02,chargement,21.44,6342.9,115.9,0.386,0,0
2024-11-07,PEL-03,chargement,14.7,5898.1,335.5,1.118,0,0
2024-11-07,PEL-04,chargement,12.53,7838.9,288.0,0.96,0,0
2024-11-07,PEL-05,chargement,19.7,7098.1,181.8,0.606,0,0
2024-11-07,CAM-01,transport,17.0,6614.6,33.7,0.084,0,0
2024-11-07,CAM-02,transport,19.19,5774.8,225.3,0.563,0,0
2024-11-07,CAM-03,transport,0.0,6067.8,0.0,0.0,0,0
2024-11-07,CAM-04,transport,20.09,6869.6,117.8,0.294,0,0
2024-11-07,CAM-05,transport,18.3,7235.9,122.4,0.306,0,0
2024-11-07,CAM-06,transport,17.31,6356.3,201.8,0.505,0,1
2024-11-07,CAM-07,transport,0.0,7533.4,0.0,0.0,1,0
2024-11-07,CAM-08,transport,19.72,7144.2,271.6,0.679,0,0
2024-11-07,CAM-09,transport,17.83,8069.1,275.7,0.689,0,0
2024-11-07,CAM-10,transport,17.46,6431.3,147.6,0.369,0,0
2024-11-07,CAM-11,transport,14.03,5955.5,336.4,0.841,0,0
2024-11-07,CAM-12,transport,23.21,7681.0,223.8,0.559,0,1
2024-11-07,GEN-01,energie,21.51,8075.4,472.6,0.945,0,0
2024-11-07,GEN-02,energie,23.32,8648.5,132.0,0.264,0,0
2024-11-07,GEN-03,energie,18.8,8303.4,377.9,0.756,0,0
2024-11-08,FOR-01,forage,15.58,7823.8,70.4,0.282,0,0
2024-11-08,FOR-02,forage,15.35,6090.4,15.3,0.061,0,0
2024-11-08,FOR-03,forage,15.67,8128.2,228.5,0.914,0,1
2024-11-08,FOR-04,forage,20.21,6600.2,284.8,1.139,0,1
2024-11-08,PEL-01,chargement,19.87,5558.5,240.0,0.8,0,0
2024-11-08,PEL-02,chargement,19.3,6362.3,135.2,0.451,0,0
2024-11-08,PEL-03,chargement,24.0,5922.1,359.5,1.198,0,0
2024-11-08,PEL-04,chargement,11.93,7850.8,300.0,1.0,0,0
2024-11-08,PEL-05,chargement,17.37,7115.5,199.2,0.664,0,0
2024-11-08,CAM-01,transport,19.32,6633.9,53.0,0.133,0,0
2024-11-08,CAM-02,transport,16.11,5790.9,241.4,0.604,0,0
2024-11-08,CAM-03,transport,21.91,6089.8,21.9,0.055,0,0
2024-11-08,CAM-04,transport,19.54,6889.1,137.3,0.343,0,0
2024-11-08,CAM-05,transport,20.95,7256.8,143.3,0.358,0,0
2024-11-08,CAM-06,transport,14.74,6371.1,216.6,0.541,0,1
2024-11-08,CAM-07,transport,17.4,7550.8,17.4,0.044,0,0
2024-11-08,CAM-08,transport,16.01,7160.2,287.6,0.719,0,0
2024-11-08,CAM-09,transport,19.54,8088.7,295.3,0.738,0,0
2024-11-08,CAM-10,transport,19.91,6451.2,167.6,0.419,0,0
2024-11-08,CAM-11,transport,20.8,5976.3,357.2,0.893,0,0
2024-11-08,CAM-12,transport,20.77,7701.8,244.6,0.611,0,1
2024-11-08,GEN-01,energie,22.1,8097.5,494.7,0.989,0,0
2024-11-08,GEN-02,energie,22.29,8670.8,154.3,0.309,0,0
2024-11-08,GEN-03,energie,24.0,8327.4,401.9,0.804,0,0
2024-11-09,FOR-01,forage,18.72,7842.5,89.1,0.356,0,0
2024-11-09,FOR-02,forage,18.55,6109.0,33.9,0.136,0,0
2024-11-09,FOR-03,forage,24.0,8152.2,252.5,1.01,0,1
2024-11-09,FOR-04,forage,16.85,6617.0,301.6,1.206,0,1
2024-11-09,PEL-01,chargement,19.11,5577.6,259.1,0.864,0,0
2024-11-09,PEL-02,chargement,15.33,6377.6,150.6,0.502,0,0
2024-11-09,PEL-03,chargement,17.68,5939.8,377.2,1.257,0,0
2024-11-09,PEL-04,chargement,21.03,7871.9,321.0,1.07,0,0
2024-11-09,PEL-05,chargement,20.53,7136.0,219.7,0.732,0,0
2024-11-09,CAM-01,transport,18.65,6652.5,71.7,0.179,0,0
2024-11-09,CAM-02,transport,18.74,5809.6,260.2,0.65,0,0
2024-11-09,CAM-03,transport,14.9,6104.7,36.8,0.092,0,0
2024-11-09,CAM-04,transport,21.95,6911.1,159.3,0.398,0,0
2024-11-09,CAM-05,transport,15.97,7272.8,159.3,0.398,0,0
2024-11-09,CAM-06,transport,15.83,6386.9,232.4,0.581,0,1
2024-11-09,CAM-07,transport,19.3,7570.1,36.7,0.092,0,0
2024-11-09,CAM-08,transport,22.3,7182.5,310.0,0.775,0,0
2024-11-09,CAM-09,transport,24.0,8112.7,319.3,0.798,0,0
2024-11-09,CAM-10,transport,15.01,6466.2,182.6,0.456,0,0
2024-11-09,CAM-11,transport,16.8,5993.1,374.0,0.935,0,0
2024-11-09,CAM-12,transport,21.96,7723.8,266.5,0.666,0,1
2024-11-09,GEN-01,energie,20.26,8117.8,515.0,1.03,0,0
2024-11-09,GEN-02,energie,21.86,8692.7,176.1,0.352,0,0
2024-11-09,GEN-03,energie,21.51,8348.9,423.4,0.847,0,0
2024-11-10,FOR-01,forage,12.48,7855.0,101.6,0.406,0,0
2024-11-10,FOR-02,forage,24.0,6133.0,57.9,0.232,0,0
2024-11-10,FOR-03,forage,14.44,8166.6,266.9,1.068,0,1
2024-11-10,FOR-04,forage,14.12,6631.1,315.7,1.263,0,1
2024-11-10,PEL-01,chargement,13.97,5591.5,273.0,0.91,0,0
2024-11-10,PEL-02,chargement,24.0,6401.6,174.6,0.582,0,0
2024-11-10,PEL-03,chargement,23.86,5963.6,401.1,1.337,0,0
2024-11-10,PEL-04,chargement,19.79,7891.7,340.8,1.136,0,0
2024-11-10,PEL-05,chargement,17.02,7153.1,236.8,0.789,0,0
2024-11-10,CAM-01,transport,17.82,6670.4,89.5,0.224,0,0
2024-11-10,CAM-02,transport,18.58,5828.2,278.8,0.697,0,0
2024-11-10,CAM-03,transport,19.66,6124.3,56.5,0.141,0,0
2024-11-10,CAM-04,transport,16.67,6927.8,176.0,0.44,0,0
2024-11-10,CAM-05,transport,20.3,7293.1,179.6,0.449,0,0
2024-11-10,CAM-06,transport,13.88,6400.8,246.3,0.616,0,1
2024-11-10,CAM-07,transport,18.22,7588.3,54.9,0.137,0,0
2024-11-10,CAM-08,transport,18.58,7201.1,328.5,0.821,0,0
2024-11-10,CAM-09,transport,14.23,8126.9,333.5,0.834,0,0
2024-11-10,CAM-10,transport,15.13,6481.3,197.7,0.494,0,0
2024-11-10,CAM-11,transport,19.22,6012.3,393.2,0.983,0,0
2024-11-10,CAM-12,transport,16.75,7740.5,283.3,0.708,0,1
2024-11-10,GEN-01,energie,22.02,8139.8,537.0,1.074,0,0
2024-11-10,GEN-02,energie,22.71,8715.4,198.8,0.398,0,0
2024-11-10,GEN-03,energie,24.0,8372.9,447.4,0.895,0,0
2024-11-11,FOR-01,forage,16.21,7871.2,117.8,0.471,0,0
2024-11-11,FOR-02,forage,19.18,6152.2,77.1,0.308,0,0
2024-11-11,FOR-03,forage,0.0,8166.6,0.0,0.0,1,0
2024-11-11,FOR-04,forage,0.0,6631.1,0.0,0.0,1,0
2024-11-11,PEL-01,chargement,20.18,5611.7,293.2,0.977,0,0
2024-11-11,PEL-02,chargement,18.37,6420.0,192.9,0.643,0,0
2024-11-11,PEL-03,chargement,22.68,5986.3,423.8,1.413,0,0
2024-11-11,PEL-04,chargement,17.74,7909.4,358.5,1.195,0,0
2024-11-11,PEL-05,chargement,17.74,7170.8,254.5,0.848,0,0
2024-11-11,CAM-01,transport,17.71,6688.1,107.2,0.268,0,0
2024-11-11,CAM-02,transport,16.88,5845.1,295.6,0.739,0,0
2024-11-11,CAM-03,transport,15.37,6139.7,71.8,0.18,0,0
2024-11-11,CAM-04,transport,20.38,6948.1,196.3,0.491,0,0
2024-11-11,CAM-05,transport,17.54,7310.6,197.1,0.493,0,0
2024-11-11,CAM-06,transport,17.2,6418.0,263.5,0.659,0,1
2024-11-11,CAM-07,transport,19.77,7608.1,74.7,0.187,0,0
2024-11-11,CAM-08,transport,24.0,7225.1,352.5,0.881,0,0
2024-11-11,CAM-09,transport,18.53,8145.4,352.0,0.88,0,1
2024-11-11,CAM-10,transport,21.76,6503.1,219.5,0.549,0,0
2024-11-11,CAM-11,transport,17.69,6030.0,410.9,1.027,0,0
2024-11-11,CAM-12,transport,0.0,7740.5,0.0,0.0,1,0
2024-11-11,GEN-01,energie,21.66,8161.4,558.7,1.117,0,0
2024-11-11,GEN-02,energie,21.05,8736.4,219.9,0.44,0,0
2024-11-11,GEN-03,energie,22.74,8395.6,470.2,0.94,0,0
2024-11-12,FOR-01,forage,13.85,7885.1,131.7,0.527,0,0
2024-11-12,FOR-02,forage,15.66,6167.8,92.7,0.371,0,0
2024-11-12,FOR-03,forage,18.0,8184.6,18.0,0.072,0,0
2024-11-12,FOR-04,forage,16.51,6647.7,16.5,0.066,0,0
2024-11-12,PEL-01,chargement,10.61,5622.3,303.8,1.013,0,0
2024-11-12,PEL-02,chargement,14.21,6434.2,207.1,0.69,0,0
2024-11-12,PEL-03,chargement,15.48,6001.8,439.2,1.464,0,0
2024-11-12,PEL-04,chargement,18.64,7928.0,377.2,1.257,0,0
2024-11-12,PEL-05,chargement,14.49,7185.3,269.0,0.897,0,0
2024-11-12,CAM-01,transport,19.56,6707.6,126.8,0.317,0,0
2024-11-12,CAM-02,transport,21.16,5866.3,316.8,0.792,0,0
2024-11-12,CAM-03,transport,18.36,6158.1,90.2,0.226,0,0
2024-11-12,CAM-04,transport,16.05,6964.2,212.4,0.531,0,0
2024-11-12,CAM-05,transport,18.84,7329.5,216.0,0.54,0,0
2024-11-12,CAM-06,transport,13.39,6431.4,276.9,0.692,0,1
2024-11-12,CAM-07,transport,15.83,7623.9,90.5,0.226,0,0
2024-11-12,CAM-08,transport,20.74,7245.9,373.3,0.933,0,0
2024-11-12,CAM-09,transport,20.54,8166.0,372.6,0.931,0,1
2024-11-12,CAM-10,transport,17.31,6520.4,236.8,0.592,0,0
2024-11-12,CAM-11,transport,14.64,6044.7,425.5,1.064,0,0
2024-11-12,CAM-12,transport,14.81,7755.3,14.8,0.037,0,0
2024-11-12,GEN-01,energie,22.28,8183.7,580.9,1.162,0,0
2024-11-12,GEN-02,energie,24.0,8760.4,243.9,0.488,0,0
2024-11-12,GEN-03,energie,24.0,8419.6,494.2,0.988,0,0
2024-11-13,FOR-01,forage,18.11,7903.2,149.8,0.599,0,0
2024-11-13,FOR-02,forage,15.79,6183.6,108.5,0.434,0,0
2024-11-13,FOR-03,forage,16.92,8201.5,34.9,0.14,0,0
2024-11-13,FOR-04,forage,17.12,6664.8,33.6,0.135,0,0
2024-11-13,PEL-01,chargement,19.62,5642.0,323.5,1.078,0,0
2024-11-13,PEL-02,chargement,17.3,6451.5,224.4,0.748,0,0
2024-11-13,PEL-03,chargement,19.99,6021.8,459.2,1.531,0,0
2024-11-13,PEL-04,chargement,18.61,7946.7,395.8,1.319,0,0
2024-11-13,PEL-05,chargement,21.65,7206.9,290.6,0.969,0,0
2024-11-13,CAM-01,transport,24.0,6731.6,150.8,0.377,0,0
2024-11-13,CAM-02,transport,18.96,5885.2,335.8,0.839,0,0
2024-11-13,CAM-03,transport,15.9,6173.9,106.1,0.265,0,0
2024-11-13,CAM-04,transport,16.24,6980.4,228.6,0.572,0,0
2024-11-13,CAM-05,transport,18.31,7347.8,234.3,0.586,0,0
2024-11-13,CAM-06,transport,0.0,6431.4,0.0,0.0,1,0
2024-11-13,CAM-07,transport,14.09,7638.0,104.6,0.262,0,0
2024-11-13,CAM-08,transport,20.84,7266.7,394.1,0.985,0,0
2024-11-13,CAM-09,transport,19.85,8185.8,392.4,0.981,0,1
2024-11-13,CAM-10,transport,10.71,6531.1,247.5,0.619,0,0
2024-11-13,CAM-11,transport,16.82,6061.5,442.3,1.106,0,0
2024-11-13,CAM-12,transport,18.37,7773.7,33.2,0.083,0,0
2024-11-13,GEN-01,energie,24.0,8207.7,604.9,1.21,0,0
2024-11-13,GEN-02,energie,22.18,8782.6,266.1,0.532,0,0
2024-11-13,GEN-03,energie,21.75,8441.4,515.9,1.032,0,0
2024-11-14,FOR-01,forage,17.64,7920.8,167.4,0.67,0,0
2024-11-14,FOR-02,forage,17.82,6201.5,126.3,0.505,0,0
2024-11-14,FOR-03,forage,17.45,8219.0,52.4,0.209,0,0
2024-11-14,FOR-04,forage,16.85,6681.6,50.5,0.202,0,0
2024-11-14,PEL-01,chargement,0.0,5642.0,0.0,0.0,0,0
2024-11-14,PEL-02,chargement,16.86,6468.3,241.3,0.804,0,0
2024-11-14,PEL-03,chargement,20.81,6042.6,480.0,1.6,0,1
2024-11-14,PEL-04,chargement,0.0,7946.7,0.0,0.0,0,0
2024-11-14,PEL-05,chargement,18.62,7225.5,309.2,1.031,0,0
2024-11-14,CAM-01,transport,18.85,6750.5,169.6,0.424,0,0
2024-11-14,CAM-02,transport,16.07,5901.3,351.8,0.88,0,0
2024-11-14,CAM-03,transport,16.46,6190.4,122.6,0.306,0,0
2024-11-14,CAM-04,transport,21.04,7001.5,249.7,0.624,0,1
2024-11-14,CAM-05,transport,14.55,7362.3,248.8,0.622,0,0
2024-11-14,CAM-06,transport,23.9,6455.3,23.9,0.06,0,0
2024-11-14,CAM-07,transport,16.28,7654.3,120.9,0.302,0,0
2024-11-14,CAM-08,transport,20.34,7287.0,414.4,1.036,0,0
2024-11-14,CAM-09,transport,15.4,8201.2,407.8,1.02,0,1
2024-11-14,CAM-10,transport,18.15,6549.3,265.6,0.664,0,0
2024-11-14,CAM-11,transport,18.64,6080.1,461.0,1.152,0,0
2024-11-14,CAM-12,transport,12.28,7786.0,45.5,0.114,0,0
2024-11-14,GEN-01,energie,23.04,8230.8,628.0,1.256,0,0
2024-11-14,GEN-02,energie,23.9,8806.5,290.0,0.58,0,0
2024-11-14,GEN-03,energie,22.35,8463.7,538.3,1.077,0,0
2024-11-15,FOR-01,forage,17.55,7938.4,185.0,0.74,0,0
2024-11-15,FOR-02,forage,24.0,6225.5,150.3,0.601,0,0
2024-11-15,FOR-03,forage,19.99,8239.0,72.4,0.289,0,0
2024-11-15,FOR-04,forage,17.37,6699.0,67.9,0.271,0,0
2024-11-15,PEL-01,chargement,18.57,5660.5,18.6,0.062,0,0
2024-11-15,PEL-02,chargement,22.64,6491.0,263.9,0.88,0,0
2024-11-15,PEL-03,chargement,16.9,6059.5,496.9,1.656,0,1
2024-11-15,PEL-04,chargement,18.98,7965.6,19.0,0.063,0,0
2024-11-15,PEL-05,chargement,19.72,7245.3,329.0,1.097,0,0
2024-11-15,CAM-01,transport,16.4,6766.9,186.0,0.465,0,0
2024-11-15,CAM-02,transport,20.71,5922.0,372.5,0.931,0,0
2024-11-15,CAM-03,transport,11.38,6201.8,133.9,0.335,0,0
2024-11-15,CAM-04,transport,18.31,7019.8,268.0,0.67,0,1
2024-11-15,CAM-05,transport,12.66,7375.0,261.5,0.654,0,0
2024-11-15,CAM-06,transport,21.33,6476.6,45.2,0.113,0,0
2024-11-15,CAM-07,transport,14.14,7668.4,135.0,0.338,0,0
2024-11-15,CAM-08,transport,22.47,7309.5,436.9,1.092,0,0
2024-11-15,CAM-09,transport,20.07,8221.3,427.9,1.07,0,1
2024-11-15,CAM-10,transport,16.36,6565.6,282.0,0.705,0,0
2024-11-15,CAM-11,transport,0.0,6080.1,0.0,0.0,0,0
2024-11-15,CAM-12,transport,20.04,7806.0,65.5,0.164,0,0
2024-11-15,GEN-01,energie,0.0,8230.8,0.0,0.0,0,0
2024-11-15,GEN-02,energie,20.27,8826.8,310.2,0.62,0,0
2024-11-15,GEN-03,energie,21.69,8485.4,560.0,1.12,0,0
2024-11-16,FOR-01,forage,19.69,7958.1,204.7,0.819,0,0
2024-11-16,FOR-02,forage,19.95,6245.4,170.3,0.681,0,0
2024-11-16,FOR-03,forage,24.0,8263.0,96.4,0.385,0,0
2024-11-16,FOR-04,forage,14.18,6713.2,82.0,0.328,0,0
2024-11-16,PEL-01,chargement,16.04,5676.6,34.6,0.115,0,0
2024-11-16,PEL-02,chargement,15.63,6506.6,279.6,0.932,0,0
2024-11-16,PEL-03,chargement,24.0,6083.5,520.9,1.736,0,1
2024-11-16,PEL-04,chargement,14.95,7980.6,33.9,0.113,0,0
2024-11-16,PEL-05,chargement,16.97,7262.2,345.9,1.153,0,1
2024-11-16,CAM-01,transport,12.19,6779.1,198.2,0.495,0,0
2024-11-16,CAM-02,transport,19.97,5942.0,392.5,0.981,0,0
2024-11-16,CAM-03,transport,16.01,6217.8,149.9,0.375,0,0
2024-11-16,CAM-04,transport,19.22,7039.0,287.2,0.718,0,1
2024-11-16,CAM-05,transport,23.49,7398.5,285.0,0.712,0,0
2024-11-16,CAM-06,transport,15.7,6492.3,60.9,0.152,0,0
2024-11-16,CAM-07,transport,18.43,7686.8,153.5,0.384,0,0
2024-11-16,CAM-08,transport,18.3,7327.8,455.2,1.138,0,0
2024-11-16,CAM-09,transport,17.37,8238.6,445.3,1.113,0,1
2024-11-16,CAM-10,transport,23.74,6589.4,305.7,0.764,0,0
2024-11-16,CAM-11,transport,19.76,6099.9,19.8,0.049,0,0
2024-11-16,CAM-12,transport,19.78,7825.8,85.3,0.213,0,0
2024-11-16,GEN-01,energie,21.44,8252.2,21.4,0.043,0,0
2024-11-16,GEN-02,energie,24.0,8850.8,334.2,0.668,0,0
2024-11-16,GEN-03,energie,19.15,8504.6,579.1,1.158,0,0
2024-11-17,FOR-01,forage,19.91,7978.0,224.6,0.898,0,1
2024-11-17,FOR-02,forage,12.89,6258.3,183.2,0.733,0,0
2024-11-17,FOR-03,forage,16.68,8279.7,113.0,0.452,0,0
2024-11-17,FOR-04,forage,22.22,6735.4,104.3,0.417,0,0
2024-11-17,PEL-01,chargement,16.72,5693.3,51.3,0.171,0,0
2024-11-17,PEL-02,chargement,14.95,6521.5,294.5,0.982,0,0
2024-11-17,PEL-03,chargement,20.62,6104.1,541.6,1.805,0,1
2024-11-17,PEL-04,chargement,15.23,7995.8,49.2,0.164,0,0
2024-11-17,PEL-05,chargement,16.25,7278.5,362.2,1.207,0,1
2024-11-17,CAM-01,transport,17.8,6796.9,216.0,0.54,0,0
2024-11-17,CAM-02,transport,15.83,5957.8,408.3,1.021,0,1
2024-11-17,CAM-03,transport,19.87,6237.7,169.8,0.425,0,0
2024-11-17,CAM-04,transport,16.37,7055.4,303.6,0.759,0,1
